longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rank,property_id,address,price,currency,bathrooms,bedrooms,area,land_area,zestimate,rent_zestimate,days_on_zillow,sold_date,is_zillow_owned,image,listing_type,status_text,broker_name,input,property_url,listing_url
-117.12,32.7,37.0,1361.0,348.0,1398.0,328.0,1.1681,78100.0,NEAR OCEAN,210,82235449,"3219 Franklin Ave, San Diego, CA 92113",695000,USD,2.0,3.0,1130 sqft,,,3499.0,1,,False,https://photos.zillowstatic.com/fp/b2db5b7ffcf5f70bd445229477e8cc3c-p_e.jpg,FOR SALE,House for sale,"The Jake May Team, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/3219-Franklin-Ave-San-Diego-CA-92113/82235449_zpid/,https://www.zillow.com/san-diego-ca/6_p/
-117.12,32.7,37.0,1361.0,348.0,1398.0,328.0,1.1681,78100.0,NEAR OCEAN,275,17091578,"1042 Goodyear St, San Diego, CA 92113",625000,USD,1.0,2.0,712 sqft,,,2700.0,22,,False,https://photos.zillowstatic.com/fp/769dff7f8faf0bb6517306140c096d0c-p_e.jpg,FOR SALE,House for sale,Luis Blanco Real Estate,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1042-Goodyear-St-San-Diego-CA-92113/17091578_zpid/,https://www.zillow.com/san-diego-ca/7_p/
-117.12,32.7,37.0,1361.0,348.0,1398.0,328.0,1.1681,78100.0,NEAR OCEAN,334,17091391,"3670 National Ave, San Diego, CA 92113",799000,USD,2.0,3.0,1080 sqft,,838100.0,3499.0,3,,False,https://photos.zillowstatic.com/fp/3dcf575d256ec9ec24c3a8557eb80993-p_e.jpg,FOR SALE,House for sale,Real Broker,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/3670-National-Ave-San-Diego-CA-92113/17091391_zpid/,https://www.zillow.com/san-diego-ca/9_p/
-117.12,32.69,46.0,200.0,77.0,180.0,65.0,1.0658,93800.0,NEAR OCEAN,618,2053361401,"1306 Acacia Ct, San Diego, CA 92113",600000,USD,,,,,602300.0,1965.0,101,,False,https://photos.zillowstatic.com/fp/543c4cf120a7f0f60c08db4e754eb9a9-p_e.jpg,FOR SALE,Multi-family home for sale,Morgan Real Estate Consultants,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1306-Acacia-Ct-San-Diego-CA-92113/2053361401_zpid/,https://www.zillow.com/san-diego-ca/16_p/
-117.12,32.69,37.0,1082.0,294.0,1146.0,265.0,2.0673,88500.0,NEAR OCEAN,618,2053361401,"1306 Acacia Ct, San Diego, CA 92113",600000,USD,,,,,602300.0,1965.0,101,,False,https://photos.zillowstatic.com/fp/543c4cf120a7f0f60c08db4e754eb9a9-p_e.jpg,FOR SALE,Multi-family home for sale,Morgan Real Estate Consultants,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1306-Acacia-Ct-San-Diego-CA-92113/2053361401_zpid/,https://www.zillow.com/san-diego-ca/16_p/
-117.12,32.71,33.0,1256.0,331.0,1315.0,321.0,1.9286,78500.0,NEAR OCEAN,574,17085838,"3569 Tompkins St, San Diego, CA 92102",699000,USD,1.0,2.0,789 sqft,,700100.0,2766.0,20,,False,https://photos.zillowstatic.com/fp/af01014568379d018fb83768edfbf591-p_e.jpg,FOR SALE,House for sale,Real Broker,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/3569-Tompkins-St-San-Diego-CA-92102/17085838_zpid/,https://www.zillow.com/san-diego-ca/14_p/
-117.12,32.71,33.0,1256.0,331.0,1315.0,321.0,1.9286,78500.0,NEAR OCEAN,247,17084387,"411 33rd St, San Diego, CA 92102",775000,USD,3.0,5.0,976 sqft,,785100.0,3140.0,1,,False,https://photos.zillowstatic.com/fp/22d938a65dc7a9c8dd8ed701455173e8-p_e.jpg,FOR SALE,House for sale,Dombroski Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/411-33rd-St-San-Diego-CA-92102/17084387_zpid/,https://www.zillow.com/san-diego-ca/7_p/
-117.12,32.71,33.0,1256.0,331.0,1315.0,321.0,1.9286,78500.0,NEAR OCEAN,124,17084181,"519 33rd St, San Diego, CA 92102",725000,USD,1.0,2.0,720 sqft,,718600.0,2650.0,9,,False,https://photos.zillowstatic.com/fp/a520195585bc23031dc3738bdc8aac94-p_e.jpg,FOR SALE,House for sale,"Big Block Realty, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/519-33rd-St-San-Diego-CA-92102/17084181_zpid/,https://www.zillow.com/san-diego-ca/4_p/
-117.12,32.71,33.0,1256.0,331.0,1315.0,321.0,1.9286,78500.0,NEAR OCEAN,372,2056472138,"3270-74 K St, San Diego, CA 92102",599999,USD,3.0,6.0,,,,,241,,False,https://photos.zillowstatic.com/fp/dff6283d0eec4e0bf3f0726ed7588f48-p_e.jpg,FOR SALE,Multi-family home for sale,W & D Real Estate Investments,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/3270-74-K-St-San-Diego-CA-92102/2056472138_zpid/,https://www.zillow.com/san-diego-ca/10_p/
-117.12,32.71,24.0,421.0,101.0,396.0,113.0,0.6433,111300.0,NEAR OCEAN,574,17085838,"3569 Tompkins St, San Diego, CA 92102",699000,USD,1.0,2.0,789 sqft,,700100.0,2766.0,20,,False,https://photos.zillowstatic.com/fp/af01014568379d018fb83768edfbf591-p_e.jpg,FOR SALE,House for sale,Real Broker,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/3569-Tompkins-St-San-Diego-CA-92102/17085838_zpid/,https://www.zillow.com/san-diego-ca/14_p/
-117.12,32.71,24.0,421.0,101.0,396.0,113.0,0.6433,111300.0,NEAR OCEAN,247,17084387,"411 33rd St, San Diego, CA 92102",775000,USD,3.0,5.0,976 sqft,,785100.0,3140.0,1,,False,https://photos.zillowstatic.com/fp/22d938a65dc7a9c8dd8ed701455173e8-p_e.jpg,FOR SALE,House for sale,Dombroski Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/411-33rd-St-San-Diego-CA-92102/17084387_zpid/,https://www.zillow.com/san-diego-ca/7_p/
-117.12,32.71,24.0,421.0,101.0,396.0,113.0,0.6433,111300.0,NEAR OCEAN,124,17084181,"519 33rd St, San Diego, CA 92102",725000,USD,1.0,2.0,720 sqft,,718600.0,2650.0,9,,False,https://photos.zillowstatic.com/fp/a520195585bc23031dc3738bdc8aac94-p_e.jpg,FOR SALE,House for sale,"Big Block Realty, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/519-33rd-St-San-Diego-CA-92102/17084181_zpid/,https://www.zillow.com/san-diego-ca/4_p/
-117.12,32.71,24.0,421.0,101.0,396.0,113.0,0.6433,111300.0,NEAR OCEAN,372,2056472138,"3270-74 K St, San Diego, CA 92102",599999,USD,3.0,6.0,,,,,241,,False,https://photos.zillowstatic.com/fp/dff6283d0eec4e0bf3f0726ed7588f48-p_e.jpg,FOR SALE,Multi-family home for sale,W & D Real Estate Investments,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/3270-74-K-St-San-Diego-CA-92102/2056472138_zpid/,https://www.zillow.com/san-diego-ca/10_p/
-117.13,32.71,38.0,993.0,246.0,760.0,205.0,1.1563,82700.0,NEAR OCEAN,75,295360279,"407-9 Langley St, San Diego, CA 92102",899000,USD,3.0,5.0,2800 sqft,,905900.0,6531.0,15,,False,https://photos.zillowstatic.com/fp/a6376217219c50923f93bc6a6b3cbb2c-p_e.jpg,FOR SALE,Multi-family home for sale,"eXp Realty of California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/407-9-Langley-St-San-Diego-CA-92102/295360279_zpid/,https://www.zillow.com/san-diego-ca/2_p/
-117.13,32.71,38.0,993.0,246.0,760.0,205.0,1.1563,82700.0,NEAR OCEAN,214,17084140,"3050 Island Ave, San Diego, CA 92102",975000,USD,2.0,4.0,1785 sqft,,982200.0,4496.0,2,,False,https://photos.zillowstatic.com/fp/575101dec280d33550bb79b9ae67d6f4-p_e.jpg,FOR SALE,House for sale,"Big Block Realty, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/3050-Island-Ave-San-Diego-CA-92102/17084140_zpid/,https://www.zillow.com/san-diego-ca/6_p/
-117.13,32.71,42.0,1145.0,314.0,1114.0,307.0,1.2614,87500.0,NEAR OCEAN,75,295360279,"407-9 Langley St, San Diego, CA 92102",899000,USD,3.0,5.0,2800 sqft,,905900.0,6531.0,15,,False,https://photos.zillowstatic.com/fp/a6376217219c50923f93bc6a6b3cbb2c-p_e.jpg,FOR SALE,Multi-family home for sale,"eXp Realty of California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/407-9-Langley-St-San-Diego-CA-92102/295360279_zpid/,https://www.zillow.com/san-diego-ca/2_p/
-117.13,32.71,42.0,1145.0,314.0,1114.0,307.0,1.2614,87500.0,NEAR OCEAN,214,17084140,"3050 Island Ave, San Diego, CA 92102",975000,USD,2.0,4.0,1785 sqft,,982200.0,4496.0,2,,False,https://photos.zillowstatic.com/fp/575101dec280d33550bb79b9ae67d6f4-p_e.jpg,FOR SALE,House for sale,"Big Block Realty, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/3050-Island-Ave-San-Diego-CA-92102/17084140_zpid/,https://www.zillow.com/san-diego-ca/6_p/
-117.13,32.71,44.0,1697.0,413.0,1396.0,363.0,1.5474,83300.0,NEAR OCEAN,75,295360279,"407-9 Langley St, San Diego, CA 92102",899000,USD,3.0,5.0,2800 sqft,,905900.0,6531.0,15,,False,https://photos.zillowstatic.com/fp/a6376217219c50923f93bc6a6b3cbb2c-p_e.jpg,FOR SALE,Multi-family home for sale,"eXp Realty of California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/407-9-Langley-St-San-Diego-CA-92102/295360279_zpid/,https://www.zillow.com/san-diego-ca/2_p/
-117.13,32.71,44.0,1697.0,413.0,1396.0,363.0,1.5474,83300.0,NEAR OCEAN,214,17084140,"3050 Island Ave, San Diego, CA 92102",975000,USD,2.0,4.0,1785 sqft,,982200.0,4496.0,2,,False,https://photos.zillowstatic.com/fp/575101dec280d33550bb79b9ae67d6f4-p_e.jpg,FOR SALE,House for sale,"Big Block Realty, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/3050-Island-Ave-San-Diego-CA-92102/17084140_zpid/,https://www.zillow.com/san-diego-ca/6_p/
-117.13,32.71,37.0,1220.0,325.0,1472.0,323.0,1.825,81500.0,NEAR OCEAN,75,295360279,"407-9 Langley St, San Diego, CA 92102",899000,USD,3.0,5.0,2800 sqft,,905900.0,6531.0,15,,False,https://photos.zillowstatic.com/fp/a6376217219c50923f93bc6a6b3cbb2c-p_e.jpg,FOR SALE,Multi-family home for sale,"eXp Realty of California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/407-9-Langley-St-San-Diego-CA-92102/295360279_zpid/,https://www.zillow.com/san-diego-ca/2_p/
-117.13,32.71,37.0,1220.0,325.0,1472.0,323.0,1.825,81500.0,NEAR OCEAN,214,17084140,"3050 Island Ave, San Diego, CA 92102",975000,USD,2.0,4.0,1785 sqft,,982200.0,4496.0,2,,False,https://photos.zillowstatic.com/fp/575101dec280d33550bb79b9ae67d6f4-p_e.jpg,FOR SALE,House for sale,"Big Block Realty, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/3050-Island-Ave-San-Diego-CA-92102/17084140_zpid/,https://www.zillow.com/san-diego-ca/6_p/
-117.13,32.71,35.0,614.0,180.0,691.0,164.0,1.6953,81300.0,NEAR OCEAN,75,295360279,"407-9 Langley St, San Diego, CA 92102",899000,USD,3.0,5.0,2800 sqft,,905900.0,6531.0,15,,False,https://photos.zillowstatic.com/fp/a6376217219c50923f93bc6a6b3cbb2c-p_e.jpg,FOR SALE,Multi-family home for sale,"eXp Realty of California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/407-9-Langley-St-San-Diego-CA-92102/295360279_zpid/,https://www.zillow.com/san-diego-ca/2_p/
-117.13,32.71,35.0,614.0,180.0,691.0,164.0,1.6953,81300.0,NEAR OCEAN,214,17084140,"3050 Island Ave, San Diego, CA 92102",975000,USD,2.0,4.0,1785 sqft,,982200.0,4496.0,2,,False,https://photos.zillowstatic.com/fp/575101dec280d33550bb79b9ae67d6f4-p_e.jpg,FOR SALE,House for sale,"Big Block Realty, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/3050-Island-Ave-San-Diego-CA-92102/17084140_zpid/,https://www.zillow.com/san-diego-ca/6_p/
-117.13,32.72,32.0,2197.0,623.0,1784.0,599.0,1.901,120300.0,NEAR OCEAN,24,2100085658,"1334 Dale St, San Diego, CA 92102",1499000,USD,2.0,4.0,2054 sqft,,1509100.0,4357.0,6,,False,https://photos.zillowstatic.com/fp/56acda43e19e075b0802f0a971fd46a0-p_e.jpg,FOR SALE,House for sale,Compass,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1334-Dale-St-San-Diego-CA-92102/2100085658_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/"
-117.13,32.72,32.0,2197.0,623.0,1784.0,599.0,1.901,120300.0,NEAR OCEAN,677,17077004,"1449 Edgemont St, San Diego, CA 92102",1325000,USD,3.0,3.0,1665 sqft,,1274700.0,4588.0,127,,False,https://photos.zillowstatic.com/fp/58fc26684745e579a34a0faac410c59f-p_e.jpg,FOR SALE,House for sale,"Douglas Elliman of California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1449-Edgemont-St-San-Diego-CA-92102/17077004_zpid/,https://www.zillow.com/san-diego-ca/17_p/
-117.13,32.72,32.0,2197.0,623.0,1784.0,599.0,1.901,120300.0,NEAR OCEAN,521,70598342,"2752 B St UNIT 110, San Diego, CA 92102",549000,USD,1.0,2.0,770 sqft,,565300.0,2749.0,5,,False,https://photos.zillowstatic.com/fp/e21b25d1670e9f66d11df951e10c6c87-p_e.jpg,FOR SALE,Condo for sale,The Oppenheim Group,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/2752-B-St-UNIT-110-San-Diego-CA-92102/70598342_zpid/,https://www.zillow.com/san-diego-ca/13_p/
-117.13,32.72,32.0,2197.0,623.0,1784.0,599.0,1.901,120300.0,NEAR OCEAN,159,17076470,"1727 Fern St, San Diego, CA 92102",899000,USD,1.0,2.0,733 sqft,,880600.0,3099.0,45,,False,https://photos.zillowstatic.com/fp/2dbffb298c661d69cfb5e34f7e030b54-p_e.jpg,FOR SALE,House for sale,McTygue Group Inc,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1727-Fern-St-San-Diego-CA-92102/17076470_zpid/,https://www.zillow.com/san-diego-ca/4_p/
-117.13,32.72,32.0,2197.0,623.0,1784.0,599.0,1.901,120300.0,NEAR OCEAN,399,17077068,"1301 Granada Ave, San Diego, CA 92102",1925000,USD,4.0,4.0,2500 sqft,,1856600.0,7279.0,47,,False,https://photos.zillowstatic.com/fp/6efbc09a414b7211ba51a436edaaad9f-p_e.jpg,FOR SALE,Multi-family home for sale,Compass,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1301-Granada-Ave-San-Diego-CA-92102/17077068_zpid/,https://www.zillow.com/san-diego-ca/10_p/
-117.13,32.72,32.0,2197.0,623.0,1784.0,599.0,1.901,120300.0,NEAR OCEAN,375,2130293123,"1715 29th St, San Diego, CA 92102",2299000,USD,6.0,5.0,3250 sqft,,2193400.0,8560.0,4,,False,https://photos.zillowstatic.com/fp/7b9c8ef249e89596f5fff1a6b2aa621f-p_e.jpg,FOR SALE,Multi-family home for sale,Initiative Real Estate Inc.,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1715-29th-St-San-Diego-CA-92102/2130293123_zpid/,https://www.zillow.com/san-diego-ca/10_p/
-117.13,32.72,32.0,2197.0,623.0,1784.0,599.0,1.901,120300.0,NEAR OCEAN,424,17077303,"2960 Broadway UNIT 8, San Diego, CA 92102",415000,USD,1.0,1.0,504 sqft,,398000.0,2149.0,3,,False,https://photos.zillowstatic.com/fp/4b1c989574927647bbd82ea5c013f565-p_e.jpg,FOR SALE,Condo for sale,"eXp Realty of California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/2960-Broadway-UNIT-8-San-Diego-CA-92102/17077303_zpid/,https://www.zillow.com/san-diego-ca/11_p/
-117.13,32.72,32.0,2197.0,623.0,1784.0,599.0,1.901,120300.0,NEAR OCEAN,804,295361296,"3014 C St, San Diego, CA 92102",1995000,USD,6.0,8.0,2851 sqft,,1947200.0,12647.0,37,,False,https://photos.zillowstatic.com/fp/856c5eea0de53dfae73f9af589204831-p_e.jpg,FOR SALE,Multi-family home for sale,Robert Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/3014-C-St-San-Diego-CA-92102/295361296_zpid/,https://www.zillow.com/san-diego-ca/20_p/
-117.13,32.72,32.0,2197.0,623.0,1784.0,599.0,1.901,120300.0,NEAR OCEAN,777,295361295,"1117-23 30th St, San Diego, CA 92102",1495000,USD,4.0,6.0,2302 sqft,,1469700.0,7563.0,37,,False,https://photos.zillowstatic.com/fp/856c5eea0de53dfae73f9af589204831-p_e.jpg,FOR SALE,Multi-family home for sale,Robert Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1117-23-30th-St-San-Diego-CA-92102/295361295_zpid/,https://www.zillow.com/san-diego-ca/19_p/
-117.13,32.72,32.0,2197.0,623.0,1784.0,599.0,1.901,120300.0,NEAR OCEAN,464,250195099,"1005 30th St, San Diego, CA 92102",869000,USD,2.0,2.0,1195 sqft,,882000.0,3698.0,14,,False,https://photos.zillowstatic.com/fp/efc71e45d3309cc699c7912d035c77d3-p_e.jpg,FOR SALE,Townhouse for sale,Orion Management & Realty Inc.,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1005-30th-St-San-Diego-CA-92102/250195099_zpid/,https://www.zillow.com/san-diego-ca/12_p/
-117.13,32.72,9.0,2436.0,720.0,1780.0,653.0,1.8299,137500.0,NEAR OCEAN,24,2100085658,"1334 Dale St, San Diego, CA 92102",1499000,USD,2.0,4.0,2054 sqft,,1509100.0,4357.0,6,,False,https://photos.zillowstatic.com/fp/56acda43e19e075b0802f0a971fd46a0-p_e.jpg,FOR SALE,House for sale,Compass,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1334-Dale-St-San-Diego-CA-92102/2100085658_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/"
-117.13,32.72,9.0,2436.0,720.0,1780.0,653.0,1.8299,137500.0,NEAR OCEAN,677,17077004,"1449 Edgemont St, San Diego, CA 92102",1325000,USD,3.0,3.0,1665 sqft,,1274700.0,4588.0,127,,False,https://photos.zillowstatic.com/fp/58fc26684745e579a34a0faac410c59f-p_e.jpg,FOR SALE,House for sale,"Douglas Elliman of California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1449-Edgemont-St-San-Diego-CA-92102/17077004_zpid/,https://www.zillow.com/san-diego-ca/17_p/
-117.13,32.72,9.0,2436.0,720.0,1780.0,653.0,1.8299,137500.0,NEAR OCEAN,521,70598342,"2752 B St UNIT 110, San Diego, CA 92102",549000,USD,1.0,2.0,770 sqft,,565300.0,2749.0,5,,False,https://photos.zillowstatic.com/fp/e21b25d1670e9f66d11df951e10c6c87-p_e.jpg,FOR SALE,Condo for sale,The Oppenheim Group,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/2752-B-St-UNIT-110-San-Diego-CA-92102/70598342_zpid/,https://www.zillow.com/san-diego-ca/13_p/
-117.13,32.72,9.0,2436.0,720.0,1780.0,653.0,1.8299,137500.0,NEAR OCEAN,159,17076470,"1727 Fern St, San Diego, CA 92102",899000,USD,1.0,2.0,733 sqft,,880600.0,3099.0,45,,False,https://photos.zillowstatic.com/fp/2dbffb298c661d69cfb5e34f7e030b54-p_e.jpg,FOR SALE,House for sale,McTygue Group Inc,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1727-Fern-St-San-Diego-CA-92102/17076470_zpid/,https://www.zillow.com/san-diego-ca/4_p/
-117.13,32.72,9.0,2436.0,720.0,1780.0,653.0,1.8299,137500.0,NEAR OCEAN,399,17077068,"1301 Granada Ave, San Diego, CA 92102",1925000,USD,4.0,4.0,2500 sqft,,1856600.0,7279.0,47,,False,https://photos.zillowstatic.com/fp/6efbc09a414b7211ba51a436edaaad9f-p_e.jpg,FOR SALE,Multi-family home for sale,Compass,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1301-Granada-Ave-San-Diego-CA-92102/17077068_zpid/,https://www.zillow.com/san-diego-ca/10_p/
-117.13,32.72,9.0,2436.0,720.0,1780.0,653.0,1.8299,137500.0,NEAR OCEAN,375,2130293123,"1715 29th St, San Diego, CA 92102",2299000,USD,6.0,5.0,3250 sqft,,2193400.0,8560.0,4,,False,https://photos.zillowstatic.com/fp/7b9c8ef249e89596f5fff1a6b2aa621f-p_e.jpg,FOR SALE,Multi-family home for sale,Initiative Real Estate Inc.,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1715-29th-St-San-Diego-CA-92102/2130293123_zpid/,https://www.zillow.com/san-diego-ca/10_p/
-117.13,32.72,9.0,2436.0,720.0,1780.0,653.0,1.8299,137500.0,NEAR OCEAN,424,17077303,"2960 Broadway UNIT 8, San Diego, CA 92102",415000,USD,1.0,1.0,504 sqft,,398000.0,2149.0,3,,False,https://photos.zillowstatic.com/fp/4b1c989574927647bbd82ea5c013f565-p_e.jpg,FOR SALE,Condo for sale,"eXp Realty of California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/2960-Broadway-UNIT-8-San-Diego-CA-92102/17077303_zpid/,https://www.zillow.com/san-diego-ca/11_p/
-117.13,32.72,9.0,2436.0,720.0,1780.0,653.0,1.8299,137500.0,NEAR OCEAN,804,295361296,"3014 C St, San Diego, CA 92102",1995000,USD,6.0,8.0,2851 sqft,,1947200.0,12647.0,37,,False,https://photos.zillowstatic.com/fp/856c5eea0de53dfae73f9af589204831-p_e.jpg,FOR SALE,Multi-family home for sale,Robert Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/3014-C-St-San-Diego-CA-92102/295361296_zpid/,https://www.zillow.com/san-diego-ca/20_p/
-117.13,32.72,9.0,2436.0,720.0,1780.0,653.0,1.8299,137500.0,NEAR OCEAN,777,295361295,"1117-23 30th St, San Diego, CA 92102",1495000,USD,4.0,6.0,2302 sqft,,1469700.0,7563.0,37,,False,https://photos.zillowstatic.com/fp/856c5eea0de53dfae73f9af589204831-p_e.jpg,FOR SALE,Multi-family home for sale,Robert Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1117-23-30th-St-San-Diego-CA-92102/295361295_zpid/,https://www.zillow.com/san-diego-ca/19_p/
-117.13,32.72,9.0,2436.0,720.0,1780.0,653.0,1.8299,137500.0,NEAR OCEAN,464,250195099,"1005 30th St, San Diego, CA 92102",869000,USD,2.0,2.0,1195 sqft,,882000.0,3698.0,14,,False,https://photos.zillowstatic.com/fp/efc71e45d3309cc699c7912d035c77d3-p_e.jpg,FOR SALE,Townhouse for sale,Orion Management & Realty Inc.,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1005-30th-St-San-Diego-CA-92102/250195099_zpid/,https://www.zillow.com/san-diego-ca/12_p/
-117.13,32.72,19.0,1341.0,435.0,1048.0,360.0,1.975,117900.0,NEAR OCEAN,24,2100085658,"1334 Dale St, San Diego, CA 92102",1499000,USD,2.0,4.0,2054 sqft,,1509100.0,4357.0,6,,False,https://photos.zillowstatic.com/fp/56acda43e19e075b0802f0a971fd46a0-p_e.jpg,FOR SALE,House for sale,Compass,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1334-Dale-St-San-Diego-CA-92102/2100085658_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/"
-117.13,32.72,19.0,1341.0,435.0,1048.0,360.0,1.975,117900.0,NEAR OCEAN,677,17077004,"1449 Edgemont St, San Diego, CA 92102",1325000,USD,3.0,3.0,1665 sqft,,1274700.0,4588.0,127,,False,https://photos.zillowstatic.com/fp/58fc26684745e579a34a0faac410c59f-p_e.jpg,FOR SALE,House for sale,"Douglas Elliman of California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1449-Edgemont-St-San-Diego-CA-92102/17077004_zpid/,https://www.zillow.com/san-diego-ca/17_p/
-117.13,32.72,19.0,1341.0,435.0,1048.0,360.0,1.975,117900.0,NEAR OCEAN,521,70598342,"2752 B St UNIT 110, San Diego, CA 92102",549000,USD,1.0,2.0,770 sqft,,565300.0,2749.0,5,,False,https://photos.zillowstatic.com/fp/e21b25d1670e9f66d11df951e10c6c87-p_e.jpg,FOR SALE,Condo for sale,The Oppenheim Group,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/2752-B-St-UNIT-110-San-Diego-CA-92102/70598342_zpid/,https://www.zillow.com/san-diego-ca/13_p/
-117.13,32.72,19.0,1341.0,435.0,1048.0,360.0,1.975,117900.0,NEAR OCEAN,159,17076470,"1727 Fern St, San Diego, CA 92102",899000,USD,1.0,2.0,733 sqft,,880600.0,3099.0,45,,False,https://photos.zillowstatic.com/fp/2dbffb298c661d69cfb5e34f7e030b54-p_e.jpg,FOR SALE,House for sale,McTygue Group Inc,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1727-Fern-St-San-Diego-CA-92102/17076470_zpid/,https://www.zillow.com/san-diego-ca/4_p/
-117.13,32.72,19.0,1341.0,435.0,1048.0,360.0,1.975,117900.0,NEAR OCEAN,399,17077068,"1301 Granada Ave, San Diego, CA 92102",1925000,USD,4.0,4.0,2500 sqft,,1856600.0,7279.0,47,,False,https://photos.zillowstatic.com/fp/6efbc09a414b7211ba51a436edaaad9f-p_e.jpg,FOR SALE,Multi-family home for sale,Compass,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/1301-Granada-Ave-San-Diego-CA-92102/17077068_zpid/,https://www.zillow.com/san-diego-ca/10_p/
