"rank","property_id","address","latitude","longitude","price","currency","bathrooms","bedrooms","area","land_area","zestimate","rent_zestimate","days_on_zillow","sold_date","is_zillow_owned","image","listing_type","status_text","broker_name","input","property_url","listing_url"
"173","16952469","4343 Hawk St, San Diego, CA 92103","32.75654","-117.172134","2050000","USD","3","3","2148 sqft","","2120500","5418","9","","False","https://photos.zillowstatic.com/fp/4109d3630fe2b0600f485601ca581e33-p_e.jpg","FOR SALE","House for sale","Willis Allen Real Estate","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4343-Hawk-St-San-Diego-CA-92103/16952469_zpid/","https://www.zillow.com/san-diego-ca/5_p/"
"499","99460427","3945 Wildwood Rd, San Diego, CA 92107","32.734493","-117.23877","3199000","USD","4","4","3356 sqft","","3164400","10503","22","","False","https://photos.zillowstatic.com/fp/01c4710fe952c54d652aaa3f54f76d11-p_e.jpg","FOR SALE","New construction","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3945-Wildwood-Rd-San-Diego-CA-92107/99460427_zpid/","https://www.zillow.com/san-diego-ca/13_p/"
"79","16730274","7992 Paseo Esmerado, Carlsbad, CA 92009","33.0627","-117.22439","4500000","USD","7","5","5905 sqft","","4516300","13667","9","","False","https://photos.zillowstatic.com/fp/4580dc2dc5e7a1310480a2db0dc34974-p_e.jpg","FOR SALE","House for sale","Pacific Sotheby's Int'l Realty","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/7992-Paseo-Esmerado-Carlsbad-CA-92009/16730274_zpid/","https://www.zillow.com/carlsbad-ca/2_p/"
"438","17093387","4192 Nordica St, San Diego, CA 92113","32.686043","-117.10392","736000","USD","2","3","1330 sqft","","715100","3396","44","","False","https://photos.zillowstatic.com/fp/dc27c46da5dd9d49963311dbb12715da-p_e.jpg","FOR SALE","House for sale","Premier Agency Corp","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4192-Nordica-St-San-Diego-CA-92113/17093387_zpid/","https://www.zillow.com/san-diego-ca/11_p/"
"656","16743373","12468 Horado Rd, San Diego, CA 92128","33.01292","-117.061676","1149000","USD","2","3","1831 sqft","","","","52","","False","https://photos.zillowstatic.com/fp/2e5e938b68f4c878cd8fb41f68ad66fb-p_e.jpg","FOR SALE","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/12468-Horado-Rd-San-Diego-CA-92128/16743373_zpid/","https://www.zillow.com/san-diego-ca/16_p/"
"141","325857111","79 Bolide, Irvine, CA 92618","33.676746","-117.7138","4190000","USD","6","5","4346 sqft","","4153400","11509","24","","False","https://photos.zillowstatic.com/fp/26c719aee1a9318c54dead970103bb43-p_e.jpg","FOR SALE","House for sale","Harvest Realty Development","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/79-Bolide-Irvine-CA-92618/325857111_zpid/","https://www.zillow.com/irvine-ca/4_p/"
"77","16965391","2852 Nipoma St, San Diego, CA 92106","32.749866","-117.22317","3500000","USD","4","4","2783 sqft","","3552600","8874","4","","False","https://photos.zillowstatic.com/fp/3e0e358cb17d3383383e3a6efce0ae46-p_e.jpg","FOR SALE","House for sale","eXp Realty of California, Inc","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2852-Nipoma-St-San-Diego-CA-92106/16965391_zpid/","https://www.zillow.com/san-diego-ca/2_p/"
"466","19558928","972 Elm St, San Jose, CA 95126","37.34439","-121.921295","4880000","USD","","","","0.43 acres","","4461","43","","False","https://photos.zillowstatic.com/fp/0603041bb06d8c451ca4bb9516b7ba27-p_e.jpg","FOR SALE","Lot / Land for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/972-Elm-St-San-Jose-CA-95126/19558928_zpid/","https://www.zillow.com/san-jose-ca/12_p/"
"374","19606219","3173 Payne Ave APT 4, San Jose, CA 95117","37.301834","-121.95186","715000","USD","2","1","1070 sqft","","683500","3136","151","","False","https://photos.zillowstatic.com/fp/c735bce76aad8b3ee39e076703bd27e8-p_e.jpg","FOR SALE","Townhouse for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/3173-Payne-Ave-APT-4-San-Jose-CA-95117/19606219_zpid/","https://www.zillow.com/san-jose-ca/10_p/"
"526","16920451","1335 Hornblend St, San Diego, CA 92109","32.797665","-117.24521","1600000","USD","1","2","957 sqft","","1419700","3975","4","","False","https://photos.zillowstatic.com/fp/f5d1d3ba6004d5a41cc7cc6e8bd662c3-p_e.jpg","FOR SALE","Coming soon","RE/MAX Connections","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1335-Hornblend-St-San-Diego-CA-92109/16920451_zpid/","https://www.zillow.com/san-diego-ca/13_p/"
"329","16939444","5970 Rancho Mission Rd UNIT 243, San Diego, CA 92108","32.78306","-117.111786","525000","USD","1","2","824 sqft","","522900","2400","31","","False","https://photos.zillowstatic.com/fp/b0814a892ffcc3fa48847dea3ffc53d8-p_e.jpg","FOR SALE","Condo for sale","Real Broker","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5970-Rancho-Mission-Rd-UNIT-243-San-Diego-CA-92108/16939444_zpid/","https://www.zillow.com/san-diego-ca/9_p/"
"152","17194298","5468 Princess View Pl, San Diego, CA 92120","32.80008","-117.076546","999000","USD","2","3","1392 sqft","","1070700","3900","2","","False","https://photos.zillowstatic.com/fp/2f2ffb5a57b93eef41a5521269638eab-p_e.jpg","FOR SALE","House for sale","The Equity Company","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5468-Princess-View-Pl-San-Diego-CA-92120/17194298_zpid/","https://www.zillow.com/san-diego-ca/4_p/"
"37","25572462","29 Vista Montemar, Laguna Niguel, CA 92677","33.528324","-117.72854","5680000","USD","7","5","7605 sqft","","5443800","17349","47","","False","https://photos.zillowstatic.com/fp/5def253d5c8a3fcd776cda9ee6ff03b3-p_e.jpg","FOR SALE","House for sale","PACIFIC STERLING REALTY","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/29-Vista-Montemar-Laguna-Niguel-CA-92677/25572462_zpid/","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/"
"53","19489946","4242 Cosenza Loop, San Jose, CA 95134","37.41508","-121.960365","1199000","USD","3","3","1405 sqft","","1261900","3927","2","","False","https://photos.zillowstatic.com/fp/6d06d477550b499bcb5704aeb1e85218-p_e.jpg","FOR SALE","Townhouse for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/4242-Cosenza-Loop-San-Jose-CA-95134/19489946_zpid/","https://www.zillow.com/san-jose-ca/2_p/"
"19","343055927","205 Tango Way, San Luis Obispo, CA 93401","35.237663","-120.67147","664575","USD","2","3","1169 sqft","","681300","3800","9","","False","https://photos.zillowstatic.com/fp/ad471d551c9050c02e2aa21804f4d23a-p_e.jpg","FOR SALE","New construction","Trumark Construction Services, Inc","https://www.zillow.com/homes/San-Luis-Obispo,-CA_rb/","https://www.zillow.com/homedetails/205-Tango-Way-San-Luis-Obispo-CA-93401/343055927_zpid/","https://www.zillow.com/homes/San-Luis-Obispo,-CA_rb/"
"139","19767299","6680 Tannahill Dr, San Jose, CA 95120","37.217094","-121.856674","1999888","USD","2","4","2006 sqft","","","4935","2","","False","https://photos.zillowstatic.com/fp/cdfe034ca17f35b33ccd3402abfb31cb-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/6680-Tannahill-Dr-San-Jose-CA-95120/19767299_zpid/","https://www.zillow.com/san-jose-ca/4_p/"
"631","16955202","4239 Cleveland Ave UNIT 6, San Diego, CA 92103","32.754166","-117.149635","699000","USD","2","2","936 sqft","","725400","2999","10","","False","https://photos.zillowstatic.com/fp/3b0a7fdebfdc795ba061dc422a2e2ee6-p_e.jpg","FOR SALE","Condo for sale","Acropolis Enterprise Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4239-Cleveland-Ave-UNIT-6-San-Diego-CA-92103/16955202_zpid/","https://www.zillow.com/san-diego-ca/16_p/"
"530","16919735","3550 Ruffin Rd UNIT 254, San Diego, CA 92123","32.80665","-117.129555","585000","USD","2","3","952 sqft","","614300","2875","17","","False","https://photos.zillowstatic.com/fp/ab4ef9e0ed4f2e423e98616e211d1072-p_e.jpg","FOR SALE","Condo for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3550-Ruffin-Rd-UNIT-254-San-Diego-CA-92123/16919735_zpid/","https://www.zillow.com/san-diego-ca/13_p/"
"188","16927427","3132 Clairemont Dr, San Diego, CA 92117","32.798122","-117.194275","1349000","USD","2","4","1616 sqft","","1388100","4975","3","","False","https://photos.zillowstatic.com/fp/1909c7cf8194dbd7f42a747e3d8a0265-p_e.jpg","FOR SALE","House for sale","Renovation Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3132-Clairemont-Dr-San-Diego-CA-92117/16927427_zpid/","https://www.zillow.com/san-diego-ca/5_p/"
"623","70597870","1021 Scott St APT 122, San Diego, CA 92106","32.71967","-117.23101","375000","USD","1","0","233 sqft","","369800","2157","24","","False","https://photos.zillowstatic.com/fp/8bd1d70197cdfab8284d04232263b21c-p_e.jpg","FOR SALE","Condo for sale","Choice Properties","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1021-Scott-St-APT-122-San-Diego-CA-92106/70597870_zpid/","https://www.zillow.com/san-diego-ca/16_p/"
"224","16853034","5125 Dawne St, San Diego, CA 92117","32.83869","-117.18439","1274000","USD","3","3","1423 sqft","","1258900","4093","30","","False","https://photos.zillowstatic.com/fp/e4ebe65c7efe1db35410ac6616de9f93-p_e.jpg","FOR SALE","House for sale","eXp Realty of California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5125-Dawne-St-San-Diego-CA-92117/16853034_zpid/","https://www.zillow.com/san-diego-ca/6_p/"
"410","59310812","1240 India St UNIT 323, San Diego, CA 92101","32.71809","-117.16854","564900","USD","1","1","772 sqft","","568600","2814","5","","False","https://photos.zillowstatic.com/fp/eeba0e23e655c43d8c1bd5e4e5fa0d1c-p_e.jpg","FOR SALE","Condo for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1240-India-St-UNIT-323-San-Diego-CA-92101/59310812_zpid/","https://www.zillow.com/san-diego-ca/10_p/"
"685","2053940954","Residence 1 Plan, Epoca : Reed","32.5574","-116.9908","532900","USD","3","2","1254 sqft","","508600","1610","56","","False","https://photos.zillowstatic.com/fp/240424261ecbbb569c33211c55ad7300-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/community/epoca-reed/2053940954_zpid/","https://www.zillow.com/san-diego-ca/17_p/"
"705","82938202","4830 Old Cliffs Rd, San Diego, CA 92120","32.8016","-117.08642","272500","USD","2","2","1200 sqft","","268500","878","109","","False","https://photos.zillowstatic.com/fp/1d22289ac215e9a956a3f978982dd794-p_e.jpg","FOR SALE","Home for sale","","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4830-Old-Cliffs-Rd-San-Diego-CA-92120/82938202_zpid/","https://www.zillow.com/san-diego-ca/18_p/"
"43","25586192","10 Old Ranch Rd, Laguna Niguel, CA 92677","33.494667","-117.68922","9998888","USD","11","9","10258 sqft","","9135800","30878","289","","False","https://photos.zillowstatic.com/fp/bad0fa104b4febfac14e54083c6bbbfd-p_e.jpg","FOR SALE","House for sale","Pacific Sotheby's International Realty","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/10-Old-Ranch-Rd-Laguna-Niguel-CA-92677/25586192_zpid/","https://www.zillow.com/laguna-niguel-ca/2_p/"
"222","16848085","1624 Torrey Pines Rd, La Jolla, CA 92037","32.848385","-117.26494","6000000","USD","6","5","3500 sqft","","5697000","19661","47","","False","https://photos.zillowstatic.com/fp/a22a1c01f2d85c91dc46479058996748-p_e.jpg","FOR SALE","House for sale","eXp Realty of California, Inc","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1624-Torrey-Pines-Rd-La-Jolla-CA-92037/16848085_zpid/","https://www.zillow.com/san-diego-ca/6_p/"
"333","344068945","168A Sierra Vista Pl, San Jose, CA 95116","37.357754","-121.83453","599000","USD","","","","5,457 sqft","","","0","","False","https://photos.zillowstatic.com/fp/924cda4b4fbf5ee1c12c4717e9cd0d56-p_e.jpg","FOR SALE","Lot / Land for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/168A-Sierra-Vista-Pl-San-Jose-CA-95116/344068945_zpid/","https://www.zillow.com/san-jose-ca/9_p/"
"612","63477659","1020 Genter St UNIT 101, La Jolla, CA 92037","32.83792","-117.27015","2895000","USD","4","3","3168 sqft","","2942700","8970","5","","False","https://photos.zillowstatic.com/fp/81ac7b56ab7d84198fceb6951776fc47-p_e.jpg","FOR SALE","Condo for sale","Real Broker","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1020-Genter-St-UNIT-101-La-Jolla-CA-92037/63477659_zpid/","https://www.zillow.com/san-diego-ca/15_p/"
"30","305989943","150 Follyhatch, Irvine, CA 92618","33.68974","-117.73675","1498888","USD","3","3","2452 sqft","","1547100","5500","1","","False","https://photos.zillowstatic.com/fp/8e8b2910e13c42eef2aa45dd9035d169-p_e.jpg","FOR SALE","Condo for sale","Berkshire Hathaway HomeService","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/150-Follyhatch-Irvine-CA-92618/305989943_zpid/","https://www.zillow.com/homes/Irvine,-CA_rb/"
"789","82938858","5018 Old Cliffs Rd, San Diego, CA 92120","32.800915","-117.08695","339000","USD","2","2","1440 sqft","","332800","1117","117","","False","https://photos.zillowstatic.com/fp/462bd702b39fe7d15417389716097422-p_e.jpg","FOR SALE","Home for sale","Schreiber Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5018-Old-Cliffs-Rd-San-Diego-CA-92120/82938858_zpid/","https://www.zillow.com/san-diego-ca/20_p/"
"356","16908992","1235 Wilbur Ave, San Diego, CA 92109","32.805607","-117.24957","2490000","USD","3","3","1844 sqft","","2500300","7299","29","","False","https://photos.zillowstatic.com/fp/6fb2f9f5346bb306c657d351a278de87-p_e.jpg","FOR SALE","House for sale","eXp Realty of California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1235-Wilbur-Ave-San-Diego-CA-92109/16908992_zpid/","https://www.zillow.com/san-diego-ca/9_p/"
"10","15427174","280 Warren Way, San Luis Obispo, CA 93405","35.29775","-120.681435","1195000","USD","2","3","1422 sqft","","1236100","5600","3","","False","https://photos.zillowstatic.com/fp/ae65eb4a3962d0d930c3237b5180e3f1-p_e.jpg","FOR SALE","House for sale","Comet Realty","https://www.zillow.com/homes/San-Luis-Obispo,-CA_rb/","https://www.zillow.com/homedetails/280-Warren-Way-San-Luis-Obispo-CA-93405/15427174_zpid/","https://www.zillow.com/homes/San-Luis-Obispo,-CA_rb/"
"417","17060813","4603 Granger St, San Diego, CA 92107","32.732033","-117.25344","1500000","USD","1","3","1040 sqft","","1487100","4395","24","","False","https://photos.zillowstatic.com/fp/efa8498ce438bbaebc5c75ea07549fa1-p_e.jpg","FOR SALE","House for sale","FINCA MANAGEMENT INC","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4603-Granger-St-San-Diego-CA-92107/17060813_zpid/","https://www.zillow.com/san-diego-ca/11_p/"
"662","60281618","2903 W Porter Rd, San Diego, CA 92106","32.733284","-117.22041","1950000","USD","4","4","2838 sqft","","1889200","8002","102","","False","https://photos.zillowstatic.com/fp/85f5f0258c3f72aca7422c2bf86c61c1-p_e.jpg","FOR SALE","House for sale","Yarbrough Group","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2903-W-Porter-Rd-San-Diego-CA-92106/60281618_zpid/","https://www.zillow.com/san-diego-ca/17_p/"
"626","16848140","7721 Ivanhoe Ave E, La Jolla, CA 92037","32.8451","-117.2704","3499000","USD","2","2","1723 sqft","","3475100","11389","15","","False","https://photos.zillowstatic.com/fp/b345f705b7cc679fd44945f9af4e4cd5-p_e.jpg","FOR SALE","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/7721-Ivanhoe-Ave-E-La-Jolla-CA-92037/16848140_zpid/","https://www.zillow.com/san-diego-ca/16_p/"
"456","333210083","5361 Calle Rockfish #65, San Diego, CA 92154","32.57113","-117.01968","649000","USD","3","3","1600 sqft","","693200","3264","3","","False","https://photos.zillowstatic.com/fp/08762ff2bdad2dec9e4202a0655a7c4a-p_e.jpg","FOR SALE","Townhouse for sale","Real Broker","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5361-Calle-Rockfish-65-San-Diego-CA-92154/333210083_zpid/","https://www.zillow.com/san-diego-ca/12_p/"
"798","79975632","1080 Park Blvd UNIT 415, San Diego, CA 92101","32.716434","-117.15408","695000","USD","2","2","1422 sqft","","688900","3939","82","","False","https://photos.zillowstatic.com/fp/814a1880d452f524cd04401184f17e85-p_e.jpg","FOR SALE","Condo for sale","Coldwell Banker West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1080-Park-Blvd-UNIT-415-San-Diego-CA-92101/79975632_zpid/","https://www.zillow.com/san-diego-ca/20_p/"
"585","17007117","4044 Gayle St, San Diego, CA 92115","32.751026","-117.06554","749000","USD","1","3","1044 sqft","","743500","3499","26","","False","https://photos.zillowstatic.com/fp/cee3dbfd4f078021cca8ed5a21df6f0a-p_e.jpg","FOR SALE","House for sale","Real Broker","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4044-Gayle-St-San-Diego-CA-92115/17007117_zpid/","https://www.zillow.com/san-diego-ca/15_p/"
"340","61217696","5307 Seaglen Way, San Diego, CA 92154","32.573574","-117.01661","850000","USD","3","3","2092 sqft","","860400","4400","2","","False","https://photos.zillowstatic.com/fp/b8d9539f45b9a91e43df5d4be5f66e99-p_e.jpg","FOR SALE","House for sale","Realty One Group Pacific","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5307-Seaglen-Way-San-Diego-CA-92154/61217696_zpid/","https://www.zillow.com/san-diego-ca/9_p/"
"60","343726244","711 Spring Mdw, Irvine, CA 92618","33.681843","-117.74409","974888","USD","3","2","1335 sqft","","","","1","","False","https://photos.zillowstatic.com/fp/220d10a5ccb8d4e2fdc3315219260425-p_e.jpg","FOR SALE","Townhouse for sale","Coldwell Banker Realty","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/711-Spring-Mdw-Irvine-CA-92618/343726244_zpid/","https://www.zillow.com/irvine-ca/2_p/"
"687","35971985","4235-4237 49th St, San Diego, CA 92115","32.753815","-117.08864","1699000","USD","4","8","3345 sqft","","","2615","2","","False","https://photos.zillowstatic.com/fp/e791a648246e8f37800943707f7ecaa9-p_e.jpg","FOR SALE","Multi-family home for sale","Greater Realty,Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4235-4237-49th-St-San-Diego-CA-92115/35971985_zpid/","https://www.zillow.com/san-diego-ca/17_p/"
"51","82942458","6550 Ponto Dr SPACE 152, Carlsbad, CA 92011","33.10886","-117.320854","470000","USD","2","3","1350 sqft","","461100","1632","43","","False","https://photos.zillowstatic.com/fp/f5aa71ecdccd743422373195b7cc23a2-p_e.jpg","FOR SALE","Home for sale","Cameron Real Estate Services","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/6550-Ponto-Dr-SPACE-152-Carlsbad-CA-92011/82942458_zpid/","https://www.zillow.com/carlsbad-ca/2_p/"
"622","79571156","8056 Saint Marys Ct, San Diego, CA 92127","33.025803","-117.154915","3795000","USD","6","5","4735 sqft","","3652600","12303","39","","False","https://photos.zillowstatic.com/fp/511216c953f4eef14b89fd98fab99215-p_e.jpg","FOR SALE","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/8056-Saint-Marys-Ct-San-Diego-CA-92127/79571156_zpid/","https://www.zillow.com/san-diego-ca/16_p/"
"50","16646582","185 Juniper Ave, Carlsbad, CA 92008","33.150047","-117.34576","1285000","USD","3","2","1255 sqft","","","5440","37","","False","https://photos.zillowstatic.com/fp/83a666d870cfbaf92a5006644d875347-p_e.jpg","FOR SALE","Condo for sale","Coldwell Banker Realty","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/185-Juniper-Ave-Carlsbad-CA-92008/16646582_zpid/","https://www.zillow.com/carlsbad-ca/2_p/"
"50","16849330","308 Vista De La Playa, La Jolla, CA 92037","32.834736","-117.280975","26800000","USD","9","7","10300 sqft","","","","275","","False","https://photos.zillowstatic.com/fp/acf09f5b5f282c4673c4b96c53e945af-p_e.jpg","FOR SALE","House for sale","Pacific Sotheby's Int'l Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/308-Vista-De-La-Playa-La-Jolla-CA-92037/16849330_zpid/","https://www.zillow.com/san-diego-ca/2_p/"
"355","16931223","9209 Village Glen Dr UNIT 145, San Diego, CA 92123","32.80434","-117.13029","465000","USD","1","2","912 sqft","","","2527","47","","False","https://photos.zillowstatic.com/fp/04186cc77c08c8fba737a4de6075eab9-p_e.jpg","FOR SALE","Condo for sale","Keller Williams SanDiego Metro","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/9209-Village-Glen-Dr-UNIT-145-San-Diego-CA-92123/16931223_zpid/","https://www.zillow.com/san-diego-ca/9_p/"
"166","2118878032","109 Quail Hollow Dr #109, San Jose, CA 95128","37.298466","-121.935","299900","USD","2","3","1440 sqft","","291600","570","297","","False","https://photos.zillowstatic.com/fp/fc7c3e55331009336ef25d0482a3cf9d-p_e.jpg","FOR SALE","Home for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/109-Quail-Hollow-Dr-109-San-Jose-CA-95128/2118878032_zpid/","https://www.zillow.com/san-jose-ca/5_p/"
"133","82948050","809 Auzerais Ave UNIT 122, San Jose, CA 95126","37.32187","-121.905304","799100","USD","2","2","1274 sqft","","825200","3194","0","","False","https://photos.zillowstatic.com/fp/2c143b303ed6d9bbe1fcfc414cd8d8cf-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/809-Auzerais-Ave-UNIT-122-San-Jose-CA-95126/82948050_zpid/","https://www.zillow.com/san-jose-ca/4_p/"
"90","19756699","1522 Bergerac Dr, San Jose, CA 95118","37.235622","-121.895164","2199000","USD","3","4","1798 sqft","","2283200","4600","9","","False","https://photos.zillowstatic.com/fp/64d8d1087e872567843877c582aa9e30-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1522-Bergerac-Dr-San-Jose-CA-95118/19756699_zpid/","https://www.zillow.com/san-jose-ca/3_p/"
"508","87617270","17155 Reflections Cir, San Diego, CA 92127","33.03467","-117.15177","4195000","USD","5","4","4669 sqft","","4302300","13594","6","","False","https://photos.zillowstatic.com/fp/43c3966170d891de2f308dc31ee55fbd-p_e.jpg","FOR SALE","House for sale","eXp Realty of California, Inc","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/17155-Reflections-Cir-San-Diego-CA-92127/87617270_zpid/","https://www.zillow.com/san-diego-ca/13_p/"
"36","63146947","1480 Broadway #2425, San Diego, CA 92101","32.71591","-117.15054","664900","USD","2","2","1126 sqft","","672000","3350","10","","False","https://photos.zillowstatic.com/fp/570dacfa9c7e6d45efea21ff4e0f9430-p_e.jpg","FOR SALE","Condo for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1480-Broadway-2425-San-Diego-CA-92101/63146947_zpid/","https://www.zillow.com/homes/San-Diego,-CA_rb/"
"425","17093654","4830 Solola Ave, San Diego, CA 92113","32.69376","-117.09049","625000","USD","1","3","960 sqft","","635300","3096","11","","False","https://photos.zillowstatic.com/fp/a31a8ddd5aec959eadc69d7a42ea4db6-p_e.jpg","FOR SALE","House for sale","Real Broker","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4830-Solola-Ave-San-Diego-CA-92113/17093654_zpid/","https://www.zillow.com/san-diego-ca/11_p/"
"259","19692679","2021 James Pl, San Jose, CA 95125","37.28643","-121.90744","2799888","USD","3","4","2600 sqft","","2820000","5804","16","","False","https://photos.zillowstatic.com/fp/337f9a9f9e3f28987a3544ff441001e6-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/2021-James-Pl-San-Jose-CA-95125/19692679_zpid/","https://www.zillow.com/san-jose-ca/7_p/"
"238","19575316","1246 Naglee Ave, San Jose, CA 95126","37.335545","-121.92118","2728888","USD","5","5","2699 sqft","","2689200","7899","23","","False","https://photos.zillowstatic.com/fp/f9f22940311255b24007f2f589d768be-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1246-Naglee-Ave-San-Jose-CA-95126/19575316_zpid/","https://www.zillow.com/san-jose-ca/6_p/"
"534","16932774","9542 Larrabee Ave, San Diego, CA 92123","32.792988","-117.119225","949900","USD","2","3","1150 sqft","","","3949","17","","False","https://photos.zillowstatic.com/fp/5a7fe7e806afb4a86e38fc3aaf683f56-p_e.jpg","FOR SALE","House for sale","Keller Williams Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/9542-Larrabee-Ave-San-Diego-CA-92123/16932774_zpid/","https://www.zillow.com/san-diego-ca/14_p/"
"383","89476015","88 E San Fernando St UNIT 2011, San Jose, CA 95113","37.334743","-121.887375","1019900","USD","2","2","1270 sqft","","","3300","37","","False","https://photos.zillowstatic.com/fp/8f6aaaf57f47c1d89ef5493adb1f9d44-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/88-E-San-Fernando-St-UNIT-2011-San-Jose-CA-95113/89476015_zpid/","https://www.zillow.com/san-jose-ca/10_p/"
"7","25487430","15051 Clark Cir, Irvine, CA 92604","33.68947","-117.7806","1695000","USD","3","4","2326 sqft","","1769000","5350","8","","False","https://photos.zillowstatic.com/fp/8d5491db4547c98bf3b9b0e4847c0c7b-p_e.jpg","FOR SALE","House for sale","Re/Max Premier Realty","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/15051-Clark-Cir-Irvine-CA-92604/25487430_zpid/","https://www.zillow.com/homes/Irvine,-CA_rb/"
